Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
VNP,,246,Bruges,1995,parlement-flamand
CVP,4.0,111913,Courtrai-Roulers-Tielt,1995,parlement-flamand
SP,2.0,64842,Courtrai-Roulers-Tielt,1995,parlement-flamand
VLD,2.0,69024,Courtrai-Roulers-Tielt,1995,parlement-flamand
AGALEV,,20542,Courtrai-Roulers-Tielt,1995,parlement-flamand
VU,1.0,26660,Courtrai-Roulers-Tielt,1995,parlement-flamand
VLAAMS BLOK,1.0,26046,Courtrai-Roulers-Tielt,1995,parlement-flamand
PVDA-AE,,1312,Courtrai-Roulers-Tielt,1995,parlement-flamand
BANAAN,,3284,Courtrai-Roulers-Tielt,1995,parlement-flamand
HOERA,,1382,Courtrai-Roulers-Tielt,1995,parlement-flamand
N.W.P.,,680,Courtrai-Roulers-Tielt,1995,parlement-flamand
W.O.W.,,3335,Courtrai-Roulers-Tielt,1995,parlement-flamand
CVP,2.0,62249,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
SP,2.0,55228,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
VLD,2.0,49909,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
AGALEV,,11392,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
VU,,19309,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
VLAAMS BLOK,1.0,17823,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
VVP,,500,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
PVDA-AE,,561,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
BANAAN,,1693,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
HOERA,,634,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
N.W.P.,,244,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
W.O.W.,,2242,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
WOW,,1596,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
VNP,,299,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
vital,,308,Furnes-Dixmude-Ypres-Ostende,1995,parlement-flamand
CVP,4.0,104748,Gand-Eeklo,1995,parlement-flamand
SP,2.0,61878,Gand-Eeklo,1995,parlement-flamand
VLD,3.0,88534,Gand-Eeklo,1995,parlement-flamand
AGALEV,1.0,30753,Gand-Eeklo,1995,parlement-flamand
VU,1.0,36264,Gand-Eeklo,1995,parlement-flamand
VLAAMS BLOK,1.0,38021,Gand-Eeklo,1995,parlement-flamand
VVP,,1216,Gand-Eeklo,1995,parlement-flamand
PVDA-AE,,2766,Gand-Eeklo,1995,parlement-flamand
B.E.B,,977,Gand-Eeklo,1995,parlement-flamand
UNIE,,1021,Gand-Eeklo,1995,parlement-flamand
BANAAN,,3321,Gand-Eeklo,1995,parlement-flamand
HOERA,,1643,Gand-Eeklo,1995,parlement-flamand
N.W.P.,,486,Gand-Eeklo,1995,parlement-flamand
W.O.W.,,2433,Gand-Eeklo,1995,parlement-flamand
WOW,,2758,Gand-Eeklo,1995,parlement-flamand
CVP,3.0,83584,Hal-Vilvorde,1995,parlement-flamand
SP,1.0,41557,Hal-Vilvorde,1995,parlement-flamand
VLD,3.0,70758,Hal-Vilvorde,1995,parlement-flamand
AGALEV,1.0,20838,Hal-Vilvorde,1995,parlement-flamand
VU,1.0,32247,Hal-Vilvorde,1995,parlement-flamand
VLAAMS BLOK,1.0,40895,Hal-Vilvorde,1995,parlement-flamand
VVP,,1078,Hal-Vilvorde,1995,parlement-flamand
PVDA-AE,,1193,Hal-Vilvorde,1995,parlement-flamand
UNIE,,2479,Hal-Vilvorde,1995,parlement-flamand
BANAAN,,3004,Hal-Vilvorde,1995,parlement-flamand
HOERA,,1155,Hal-Vilvorde,1995,parlement-flamand
N.W.P.,,314,Hal-Vilvorde,1995,parlement-flamand
WOW,,2639,Hal-Vilvorde,1995,parlement-flamand
UF,1.0,40045,Hal-Vilvorde,1995,parlement-flamand
CVP,5.0,137083,Hasselt-Tongres-Maaseik,1995,parlement-flamand
SP,4.0,107446,Hasselt-Tongres-Maaseik,1995,parlement-flamand
VLD,3.0,94982,Hasselt-Tongres-Maaseik,1995,parlement-flamand
AGALEV,1.0,25485,Hasselt-Tongres-Maaseik,1995,parlement-flamand
VU,1.0,48879,Hasselt-Tongres-Maaseik,1995,parlement-flamand
VLAAMS BLOK,1.0,45587,Hasselt-Tongres-Maaseik,1995,parlement-flamand
VVP,,638,Hasselt-Tongres-Maaseik,1995,parlement-flamand
PVDA-AE,,3324,Hasselt-Tongres-Maaseik,1995,parlement-flamand
BANAAN,,2893,Hasselt-Tongres-Maaseik,1995,parlement-flamand
HOERA,,1467,Hasselt-Tongres-Maaseik,1995,parlement-flamand
N.W.P.,,886,Hasselt-Tongres-Maaseik,1995,parlement-flamand
W.O.W.,,3173,Hasselt-Tongres-Maaseik,1995,parlement-flamand
WOW,,1590,Hasselt-Tongres-Maaseik,1995,parlement-flamand
A.O.V.,,802,Hasselt-Tongres-Maaseik,1995,parlement-flamand
CVP,2.0,63925,Louvain,1995,parlement-flamand
SP,3.0,72123,Louvain,1995,parlement-flamand
VLD,2.0,62176,Louvain,1995,parlement-flamand
AGALEV,,19548,Louvain,1995,parlement-flamand
VU,1.0,35619,Louvain,1995,parlement-flamand
VLAAMS BLOK,1.0,24803,Louvain,1995,parlement-flamand
PVDA-AE,,1212,Louvain,1995,parlement-flamand
BANAAN,,3080,Louvain,1995,parlement-flamand
HOERA,,1117,Louvain,1995,parlement-flamand
N.W.P.,,507,Louvain,1995,parlement-flamand
W.O.W.,,1324,Louvain,1995,parlement-flamand
WOW,,2169,Louvain,1995,parlement-flamand
UF,,4008,Louvain,1995,parlement-flamand
CVP,5.0,144816,Malines-Turnhout,1995,parlement-flamand
SP,2.0,81597,Malines-Turnhout,1995,parlement-flamand
VLD,2.0,73944,Malines-Turnhout,1995,parlement-flamand
AGALEV,1.0,35985,Malines-Turnhout,1995,parlement-flamand
VU,1.0,38562,Malines-Turnhout,1995,parlement-flamand
VLAAMS BLOK,3.0,60545,Malines-Turnhout,1995,parlement-flamand
VVP,,1006,Malines-Turnhout,1995,parlement-flamand
PVDA-AE,,2382,Malines-Turnhout,1995,parlement-flamand
B.E.B,,1037,Malines-Turnhout,1995,parlement-flamand
BANAAN,,4469,Malines-Turnhout,1995,parlement-flamand
HOERA,,2496,Malines-Turnhout,1995,parlement-flamand
N.W.P.,,486,Malines-Turnhout,1995,parlement-flamand
W.O.W.,,4679,Malines-Turnhout,1995,parlement-flamand
WOW,,3231,Malines-Turnhout,1995,parlement-flamand
D,,709,Malines-Turnhout,1995,parlement-flamand
CVP,2.0,75409,Saint-Nicolas-Termonde,1995,parlement-flamand
SP,1.0,53244,Saint-Nicolas-Termonde,1995,parlement-flamand
VLD,2.0,54800,Saint-Nicolas-Termonde,1995,parlement-flamand
AGALEV,1.0,16396,Saint-Nicolas-Termonde,1995,parlement-flamand
VU,1.0,23711,Saint-Nicolas-Termonde,1995,parlement-flamand
VLAAMS BLOK,1.0,37499,Saint-Nicolas-Termonde,1995,parlement-flamand
VVP,,902,Saint-Nicolas-Termonde,1995,parlement-flamand
PVDA-AE,,1522,Saint-Nicolas-Termonde,1995,parlement-flamand
BANAAN,,2691,Saint-Nicolas-Termonde,1995,parlement-flamand
HOERA,,1231,Saint-Nicolas-Termonde,1995,parlement-flamand
N.W.P.,,394,Saint-Nicolas-Termonde,1995,parlement-flamand
W.O.W.,,492,Saint-Nicolas-Termonde,1995,parlement-flamand
WOW,,3903,Saint-Nicolas-Termonde,1995,parlement-flamand
