Parti,Nombre de sièges,Nombre de voix,commune,date,election
MG,,10,Amay,2014,parlement-européen
VEGA,,55,Amay,2014,parlement-européen
LA DROITE,,203,Amay,2014,parlement-européen
DEBOUT LES BELGES,,197,Amay,2014,parlement-européen
PFF,,299,Amblève,2014,parlement-européen
PRO DG,,498,Amblève,2014,parlement-européen
VIVANT,,337,Amblève,2014,parlement-européen
ECOLO,,636,Amblève,2014,parlement-européen
SP,,421,Amblève,2014,parlement-européen
CSP,,1092,Amblève,2014,parlement-européen
MR,,3280,Andenne,2014,parlement-européen
FDF,,365,Andenne,2014,parlement-européen
ECOLO,,1867,Andenne,2014,parlement-européen
PS,,5212,Andenne,2014,parlement-européen
CDH,,1556,Andenne,2014,parlement-européen
Parti Populaire,,973,Andenne,2014,parlement-européen
PTB-GO!,,927,Andenne,2014,parlement-européen
Stand Up USE,,26,Andenne,2014,parlement-européen
MG,,26,Andenne,2014,parlement-européen
VEGA,,100,Andenne,2014,parlement-européen
LA DROITE,,303,Andenne,2014,parlement-européen
DEBOUT LES BELGES,,417,Andenne,2014,parlement-européen
MR,,8153,Anderlecht,2014,parlement-européen
GROEN,,700,Anderlecht,2014,parlement-européen
VB,,554,Anderlecht,2014,parlement-européen
FDF,,2093,Anderlecht,2014,parlement-européen
open vld,,2034,Anderlecht,2014,parlement-européen
ECOLO,,4131,Anderlecht,2014,parlement-européen
PS,,13585,Anderlecht,2014,parlement-européen
SP.A,,1052,Anderlecht,2014,parlement-européen
N-VA,,1185,Anderlecht,2014,parlement-européen
CDH,,3959,Anderlecht,2014,parlement-européen
CD&V,,794,Anderlecht,2014,parlement-européen
Parti Populaire,,1502,Anderlecht,2014,parlement-européen
PVDA+,,110,Anderlecht,2014,parlement-européen
PTB-GO!,,1814,Anderlecht,2014,parlement-européen
Stand Up USE,,75,Anderlecht,2014,parlement-européen
MG,,71,Anderlecht,2014,parlement-européen
VEGA,,201,Anderlecht,2014,parlement-européen
LA DROITE,,445,Anderlecht,2014,parlement-européen
DEBOUT LES BELGES,,2014,Anderlecht,2014,parlement-européen
MR,,1097,Anderlues,2014,parlement-européen
FDF,,134,Anderlues,2014,parlement-européen
ECOLO,,397,Anderlues,2014,parlement-européen
PS,,2926,Anderlues,2014,parlement-européen
CDH,,616,Anderlues,2014,parlement-européen
Parti Populaire,,510,Anderlues,2014,parlement-européen
PTB-GO!,,383,Anderlues,2014,parlement-européen
Stand Up USE,,15,Anderlues,2014,parlement-européen
MG,,56,Anderlues,2014,parlement-européen
VEGA,,17,Anderlues,2014,parlement-européen
LA DROITE,,145,Anderlues,2014,parlement-européen
DEBOUT LES BELGES,,313,Anderlues,2014,parlement-européen
MR,,1210,Anhée,2014,parlement-européen
FDF,,101,Anhée,2014,parlement-européen
ECOLO,,425,Anhée,2014,parlement-européen
PS,,1072,Anhée,2014,parlement-européen
CDH,,774,Anhée,2014,parlement-européen
Parti Populaire,,272,Anhée,2014,parlement-européen
PTB-GO!,,220,Anhée,2014,parlement-européen
Stand Up USE,,14,Anhée,2014,parlement-européen
MG,,3,Anhée,2014,parlement-européen
VEGA,,44,Anhée,2014,parlement-européen
LA DROITE,,83,Anhée,2014,parlement-européen
DEBOUT LES BELGES,,90,Anhée,2014,parlement-européen
MR,,3459,Ans,2014,parlement-européen
FDF,,490,Ans,2014,parlement-européen
ECOLO,,1480,Ans,2014,parlement-européen
PS,,6295,Ans,2014,parlement-européen
CDH,,1469,Ans,2014,parlement-européen
Parti Populaire,,1241,Ans,2014,parlement-européen
PTB-GO!,,1446,Ans,2014,parlement-européen
Stand Up USE,,23,Ans,2014,parlement-européen
MG,,31,Ans,2014,parlement-européen
VEGA,,159,Ans,2014,parlement-européen
LA DROITE,,275,Ans,2014,parlement-européen
DEBOUT LES BELGES,,388,Ans,2014,parlement-européen
MR,,589,Anthisnes,2014,parlement-européen
FDF,,36,Anthisnes,2014,parlement-européen
ECOLO,,252,Anthisnes,2014,parlement-européen
PS,,1387,Anthisnes,2014,parlement-européen
CDH,,122,Anthisnes,2014,parlement-européen
Parti Populaire,,88,Anthisnes,2014,parlement-européen
PTB-GO!,,209,Anthisnes,2014,parlement-européen
Stand Up USE,,2,Anthisnes,2014,parlement-européen
MG,,2,Anthisnes,2014,parlement-européen
VEGA,,17,Anthisnes,2014,parlement-européen
LA DROITE,,42,Anthisnes,2014,parlement-européen
DEBOUT LES BELGES,,14,Anthisnes,2014,parlement-européen
MR,,950,Antoing,2014,parlement-européen
FDF,,90,Antoing,2014,parlement-européen
ECOLO,,422,Antoing,2014,parlement-européen
PS,,1957,Antoing,2014,parlement-européen
CDH,,285,Antoing,2014,parlement-européen
Parti Populaire,,178,Antoing,2014,parlement-européen
PTB-GO!,,206,Antoing,2014,parlement-européen
Stand Up USE,,14,Antoing,2014,parlement-européen
MG,,31,Antoing,2014,parlement-européen
VEGA,,11,Antoing,2014,parlement-européen
LA DROITE,,119,Antoing,2014,parlement-européen
DEBOUT LES BELGES,,168,Antoing,2014,parlement-européen
GROEN,,44374,Anvers,2014,parlement-européen
VLAAMS BELANG,,23211,Anvers,2014,parlement-européen
open vld,,35742,Anvers,2014,parlement-européen
SP.A,,47221,Anvers,2014,parlement-européen
N-VA,,75486,Anvers,2014,parlement-européen
CD&V,,27533,Anvers,2014,parlement-européen
PVDA+,,19035,Anvers,2014,parlement-européen
GROEN,,769,Anzegem,2014,parlement-européen
VLAAMS BELANG,,566,Anzegem,2014,parlement-européen
open vld,,2205,Anzegem,2014,parlement-européen
SP.A,,1035,Anzegem,2014,parlement-européen
N-VA,,2590,Anzegem,2014,parlement-européen
CD&V,,2772,Anzegem,2014,parlement-européen
PVDA+,,139,Anzegem,2014,parlement-européen
GROEN,,424,Ardooie,2014,parlement-européen
VLAAMS BELANG,,333,Ardooie,2014,parlement-européen
open vld,,2498,Ardooie,2014,parlement-européen
SP.A,,524,Ardooie,2014,parlement-européen
N-VA,,1205,Ardooie,2014,parlement-européen
CD&V,,1293,Ardooie,2014,parlement-européen
PVDA+,,80,Ardooie,2014,parlement-européen
GROEN,,651,Arendonk,2014,parlement-européen
VLAAMS BELANG,,643,Arendonk,2014,parlement-européen
open vld,,880,Arendonk,2014,parlement-européen
SP.A,,824,Arendonk,2014,parlement-européen
N-VA,,2870,Arendonk,2014,parlement-européen
CD&V,,2060,Arendonk,2014,parlement-européen
PVDA+,,111,Arendonk,2014,parlement-européen
MR,,4359,Arlon,2014,parlement-européen
FDF,,349,Arlon,2014,parlement-européen
ECOLO,,2427,Arlon,2014,parlement-européen
PS,,3230,Arlon,2014,parlement-européen
CDH,,3402,Arlon,2014,parlement-européen
Parti Populaire,,880,Arlon,2014,parlement-européen
PTB-GO!,,334,Arlon,2014,parlement-européen
Stand Up USE,,42,Arlon,2014,parlement-européen
MG,,91,Arlon,2014,parlement-européen
VEGA,,64,Arlon,2014,parlement-européen
LA DROITE,,250,Arlon,2014,parlement-européen
DEBOUT LES BELGES,,361,Arlon,2014,parlement-européen
GROEN,,324,As,2014,parlement-européen
VLAAMS BELANG,,367,As,2014,parlement-européen
open vld,,758,As,2014,parlement-européen
SP.A,,734,As,2014,parlement-européen
N-VA,,1726,As,2014,parlement-européen
CD&V,,1286,As,2014,parlement-européen
PVDA+,,192,As,2014,parlement-européen
GROEN,,1906,Asse,2014,parlement-européen
VLAAMS BELANG,,996,Asse,2014,parlement-européen
open vld,,5705,Asse,2014,parlement-européen
SP.A,,2036,Asse,2014,parlement-européen
N-VA,,5082,Asse,2014,parlement-européen
CD&V,,3449,Asse,2014,parlement-européen
PVDA+,,274,Asse,2014,parlement-européen
GROEN,,842,Assenede,2014,parlement-européen
VLAAMS BELANG,,679,Assenede,2014,parlement-européen
open vld,,2413,Assenede,2014,parlement-européen
SP.A,,1077,Assenede,2014,parlement-européen
N-VA,,2267,Assenede,2014,parlement-européen
CD&V,,2038,Assenede,2014,parlement-européen
PVDA+,,345,Assenede,2014,parlement-européen
MR,,1600,Assesse,2014,parlement-européen
FDF,,79,Assesse,2014,parlement-européen
ECOLO,,685,Assesse,2014,parlement-européen
PS,,764,Assesse,2014,parlement-européen
CDH,,644,Assesse,2014,parlement-européen
Parti Populaire,,243,Assesse,2014,parlement-européen
PTB-GO!,,193,Assesse,2014,parlement-européen
Stand Up USE,,24,Assesse,2014,parlement-européen
MG,,2,Assesse,2014,parlement-européen
VEGA,,18,Assesse,2014,parlement-européen
LA DROITE,,61,Assesse,2014,parlement-européen
DEBOUT LES BELGES,,49,Assesse,2014,parlement-européen
MR,,4490,Ath,2014,parlement-européen
FDF,,375,Ath,2014,parlement-européen
ECOLO,,2192,Ath,2014,parlement-européen
PS,,6703,Ath,2014,parlement-européen
CDH,,1499,Ath,2014,parlement-européen
Parti Populaire,,1287,Ath,2014,parlement-européen
PTB-GO!,,559,Ath,2014,parlement-européen
Stand Up USE,,38,Ath,2014,parlement-européen
MG,,102,Ath,2014,parlement-européen
VEGA,,96,Ath,2014,parlement-européen
LA DROITE,,214,Ath,2014,parlement-européen
DEBOUT LES BELGES,,419,Ath,2014,parlement-européen
MR,,962,Attert,2014,parlement-européen
FDF,,49,Attert,2014,parlement-européen
ECOLO,,488,Attert,2014,parlement-européen
PS,,330,Attert,2014,parlement-européen
CDH,,893,Attert,2014,parlement-européen
Parti Populaire,,145,Attert,2014,parlement-européen
PTB-GO!,,58,Attert,2014,parlement-européen
Stand Up USE,,7,Attert,2014,parlement-européen
MG,,11,Attert,2014,parlement-européen
VEGA,,16,Attert,2014,parlement-européen
LA DROITE,,30,Attert,2014,parlement-européen
DEBOUT LES BELGES,,40,Attert,2014,parlement-européen
MR,,1493,Aubange,2014,parlement-européen
FDF,,129,Aubange,2014,parlement-européen
ECOLO,,799,Aubange,2014,parlement-européen
PS,,2075,Aubange,2014,parlement-européen
CDH,,1509,Aubange,2014,parlement-européen
Parti Populaire,,422,Aubange,2014,parlement-européen
PTB-GO!,,187,Aubange,2014,parlement-européen
Stand Up USE,,19,Aubange,2014,parlement-européen
MG,,69,Aubange,2014,parlement-européen
VEGA,,19,Aubange,2014,parlement-européen
LA DROITE,,177,Aubange,2014,parlement-européen
DEBOUT LES BELGES,,272,Aubange,2014,parlement-européen
MR,,1407,Aubel,2014,parlement-européen
FDF,,96,Aubel,2014,parlement-européen
ECOLO,,349,Aubel,2014,parlement-européen
PS,,705,Aubel,2014,parlement-européen
CDH,,536,Aubel,2014,parlement-européen
Parti Populaire,,254,Aubel,2014,parlement-européen
PTB-GO!,,94,Aubel,2014,parlement-européen
Stand Up USE,,2,Aubel,2014,parlement-européen
MG,,4,Aubel,2014,parlement-européen
VEGA,,9,Aubel,2014,parlement-européen
LA DROITE,,29,Aubel,2014,parlement-européen
DEBOUT LES BELGES,,36,Aubel,2014,parlement-européen
GROEN,,2137,Audenarde,2014,parlement-européen
VLAAMS BELANG,,836,Audenarde,2014,parlement-européen
open vld,,6043,Audenarde,2014,parlement-européen
SP.A,,1884,Audenarde,2014,parlement-européen
N-VA,,4193,Audenarde,2014,parlement-européen
CD&V,,4393,Audenarde,2014,parlement-européen
PVDA+,,259,Audenarde,2014,parlement-européen
MR,,3923,Auderghem,2014,parlement-européen
GROEN,,184,Auderghem,2014,parlement-européen
VB,,78,Auderghem,2014,parlement-européen
FDF,,2906,Auderghem,2014,parlement-européen
open vld,,1236,Auderghem,2014,parlement-européen
ECOLO,,2747,Auderghem,2014,parlement-européen
PS,,2013,Auderghem,2014,parlement-européen
SP.A,,113,Auderghem,2014,parlement-européen
N-VA,,196,Auderghem,2014,parlement-européen
CDH,,874,Auderghem,2014,parlement-européen
CD&V,,274,Auderghem,2014,parlement-européen
Parti Populaire,,390,Auderghem,2014,parlement-européen
PVDA+,,26,Auderghem,2014,parlement-européen
PTB-GO!,,409,Auderghem,2014,parlement-européen
Stand Up USE,,83,Auderghem,2014,parlement-européen
MG,,16,Auderghem,2014,parlement-européen
VEGA,,113,Auderghem,2014,parlement-européen
LA DROITE,,121,Auderghem,2014,parlement-européen
DEBOUT LES BELGES,,231,Auderghem,2014,parlement-européen
GROEN,,517,Avelgem,2014,parlement-européen
VLAAMS BELANG,,334,Avelgem,2014,parlement-européen
open vld,,1434,Avelgem,2014,parlement-européen
SP.A,,1309,Avelgem,2014,parlement-européen
N-VA,,1295,Avelgem,2014,parlement-européen
CD&V,,1667,Avelgem,2014,parlement-européen
PVDA+,,88,Avelgem,2014,parlement-européen
MR,,1666,Awans,2014,parlement-européen
FDF,,122,Awans,2014,parlement-européen
ECOLO,,481,Awans,2014,parlement-européen
PS,,1816,Awans,2014,parlement-européen
CDH,,544,Awans,2014,parlement-européen
Parti Populaire,,441,Awans,2014,parlement-européen
PTB-GO!,,425,Awans,2014,parlement-européen
Stand Up USE,,11,Awans,2014,parlement-européen
MG,,11,Awans,2014,parlement-européen
VEGA,,54,Awans,2014,parlement-européen
LA DROITE,,94,Awans,2014,parlement-européen
DEBOUT LES BELGES,,86,Awans,2014,parlement-européen
MR,,3001,Aywaille,2014,parlement-européen
FDF,,130,Aywaille,2014,parlement-européen
ECOLO,,867,Aywaille,2014,parlement-européen
PS,,1640,Aywaille,2014,parlement-européen
CDH,,868,Aywaille,2014,parlement-européen
Parti Populaire,,413,Aywaille,2014,parlement-européen
PTB-GO!,,403,Aywaille,2014,parlement-européen
Stand Up USE,,14,Aywaille,2014,parlement-européen
MG,,5,Aywaille,2014,parlement-européen
VEGA,,72,Aywaille,2014,parlement-européen
LA DROITE,,127,Aywaille,2014,parlement-européen
DEBOUT LES BELGES,,140,Aywaille,2014,parlement-européen
MR,,799,Baelen,2014,parlement-européen
FDF,,44,Baelen,2014,parlement-européen
ECOLO,,378,Baelen,2014,parlement-européen
PS,,540,Baelen,2014,parlement-européen
CDH,,379,Baelen,2014,parlement-européen
Parti Populaire,,207,Baelen,2014,parlement-européen
PTB-GO!,,86,Baelen,2014,parlement-européen
Stand Up USE,,5,Baelen,2014,parlement-européen
MG,,1,Baelen,2014,parlement-européen
VEGA,,18,Baelen,2014,parlement-européen
LA DROITE,,76,Baelen,2014,parlement-européen
DEBOUT LES BELGES,,63,Baelen,2014,parlement-européen
GROEN,,92,Baerle-Duc,2014,parlement-européen
VLAAMS BELANG,,55,Baerle-Duc,2014,parlement-européen
open vld,,122,Baerle-Duc,2014,parlement-européen
SP.A,,66,Baerle-Duc,2014,parlement-européen
N-VA,,290,Baerle-Duc,2014,parlement-européen
CD&V,,321,Baerle-Duc,2014,parlement-européen
PVDA+,,29,Baerle-Duc,2014,parlement-européen
GROEN,,918,Balen,2014,parlement-européen
VLAAMS BELANG,,1330,Balen,2014,parlement-européen
open vld,,1715,Balen,2014,parlement-européen
SP.A,,1930,Balen,2014,parlement-européen
N-VA,,5219,Balen,2014,parlement-européen
CD&V,,3204,Balen,2014,parlement-européen
PVDA+,,377,Balen,2014,parlement-européen
MR,,1306,Bassenge,2014,parlement-européen
FDF,,110,Bassenge,2014,parlement-européen
ECOLO,,503,Bassenge,2014,parlement-européen
PS,,1345,Bassenge,2014,parlement-européen
CDH,,908,Bassenge,2014,parlement-européen
Parti Populaire,,596,Bassenge,2014,parlement-européen
PTB-GO!,,375,Bassenge,2014,parlement-européen
Stand Up USE,,7,Bassenge,2014,parlement-européen
MG,,4,Bassenge,2014,parlement-européen
VEGA,,25,Bassenge,2014,parlement-européen
LA DROITE,,84,Bassenge,2014,parlement-européen
DEBOUT LES BELGES,,110,Bassenge,2014,parlement-européen
MR,,2852,Bastogne,2014,parlement-européen
FDF,,140,Bastogne,2014,parlement-européen
ECOLO,,760,Bastogne,2014,parlement-européen
PS,,1088,Bastogne,2014,parlement-européen
CDH,,3168,Bastogne,2014,parlement-européen
Parti Populaire,,475,Bastogne,2014,parlement-européen
PTB-GO!,,176,Bastogne,2014,parlement-européen
Stand Up USE,,18,Bastogne,2014,parlement-européen
MG,,19,Bastogne,2014,parlement-européen
VEGA,,17,Bastogne,2014,parlement-européen
LA DROITE,,111,Bastogne,2014,parlement-européen
DEBOUT LES BELGES,,168,Bastogne,2014,parlement-européen
MR,,1273,Beaumont,2014,parlement-européen
FDF,,79,Beaumont,2014,parlement-européen
ECOLO,,347,Beaumont,2014,parlement-européen
PS,,1177,Beaumont,2014,parlement-européen
CDH,,555,Beaumont,2014,parlement-européen
Parti Populaire,,403,Beaumont,2014,parlement-européen
PTB-GO!,,180,Beaumont,2014,parlement-européen
Stand Up USE,,8,Beaumont,2014,parlement-européen
MG,,12,Beaumont,2014,parlement-européen
VEGA,,10,Beaumont,2014,parlement-européen
LA DROITE,,120,Beaumont,2014,parlement-européen
DEBOUT LES BELGES,,101,Beaumont,2014,parlement-européen
MR,,1826,Beauraing,2014,parlement-européen
FDF,,109,Beauraing,2014,parlement-européen
ECOLO,,566,Beauraing,2014,parlement-européen
PS,,1491,Beauraing,2014,parlement-européen
CDH,,877,Beauraing,2014,parlement-européen
Parti Populaire,,257,Beauraing,2014,parlement-européen
PTB-GO!,,193,Beauraing,2014,parlement-européen
Stand Up USE,,8,Beauraing,2014,parlement-européen
MG,,8,Beauraing,2014,parlement-européen
VEGA,,19,Beauraing,2014,parlement-européen
LA DROITE,,62,Beauraing,2014,parlement-européen
DEBOUT LES BELGES,,85,Beauraing,2014,parlement-européen
MR,,2138,Beauvechain,2014,parlement-européen
FDF,,107,Beauvechain,2014,parlement-européen
ECOLO,,704,Beauvechain,2014,parlement-européen
PS,,711,Beauvechain,2014,parlement-européen
CDH,,429,Beauvechain,2014,parlement-européen
Parti Populaire,,212,Beauvechain,2014,parlement-européen
PTB-GO!,,83,Beauvechain,2014,parlement-européen
Stand Up USE,,28,Beauvechain,2014,parlement-européen
MG,,2,Beauvechain,2014,parlement-européen
VEGA,,22,Beauvechain,2014,parlement-européen
LA DROITE,,38,Beauvechain,2014,parlement-européen
DEBOUT LES BELGES,,79,Beauvechain,2014,parlement-européen
GROEN,,1126,Beernem,2014,parlement-européen
VLAAMS BELANG,,569,Beernem,2014,parlement-européen
open vld,,2060,Beernem,2014,parlement-européen
SP.A,,1243,Beernem,2014,parlement-européen
N-VA,,2603,Beernem,2014,parlement-européen
CD&V,,2850,Beernem,2014,parlement-européen
PVDA+,,157,Beernem,2014,parlement-européen
GROEN,,934,Beerse,2014,parlement-européen
VLAAMS BELANG,,1033,Beerse,2014,parlement-européen
open vld,,1502,Beerse,2014,parlement-européen
SP.A,,888,Beerse,2014,parlement-européen
N-VA,,4399,Beerse,2014,parlement-européen
CD&V,,2764,Beerse,2014,parlement-européen
PVDA+,,214,Beerse,2014,parlement-européen
GROEN,,2049,Beersel,2014,parlement-européen
VLAAMS BELANG,,586,Beersel,2014,parlement-européen
open vld,,4737,Beersel,2014,parlement-européen
SP.A,,1296,Beersel,2014,parlement-européen
N-VA,,3565,Beersel,2014,parlement-européen
CD&V,,2304,Beersel,2014,parlement-européen
PVDA+,,273,Beersel,2014,parlement-européen
GROEN,,618,Begijnendijk,2014,parlement-européen
VLAAMS BELANG,,531,Begijnendijk,2014,parlement-européen
open vld,,1465,Begijnendijk,2014,parlement-européen
SP.A,,762,Begijnendijk,2014,parlement-européen
N-VA,,2036,Begijnendijk,2014,parlement-européen
CD&V,,1465,Begijnendijk,2014,parlement-européen
PVDA+,,157,Begijnendijk,2014,parlement-européen
GROEN,,251,Bekkevoort,2014,parlement-européen
VLAAMS BELANG,,276,Bekkevoort,2014,parlement-européen
open vld,,967,Bekkevoort,2014,parlement-européen
SP.A,,506,Bekkevoort,2014,parlement-européen
N-VA,,1073,Bekkevoort,2014,parlement-européen
CD&V,,1096,Bekkevoort,2014,parlement-européen
PVDA+,,64,Bekkevoort,2014,parlement-européen
MR,,2314,Beloeil,2014,parlement-européen
FDF,,156,Beloeil,2014,parlement-européen
ECOLO,,607,Beloeil,2014,parlement-européen
PS,,3388,Beloeil,2014,parlement-européen
CDH,,650,Beloeil,2014,parlement-européen
Parti Populaire,,518,Beloeil,2014,parlement-européen
PTB-GO!,,301,Beloeil,2014,parlement-européen
Stand Up USE,,17,Beloeil,2014,parlement-européen
MG,,11,Beloeil,2014,parlement-européen
VEGA,,28,Beloeil,2014,parlement-européen
LA DROITE,,145,Beloeil,2014,parlement-européen
DEBOUT LES BELGES,,288,Beloeil,2014,parlement-européen
MR,,2708,Berchem-Sainte-Agathe,2014,parlement-européen
GROEN,,225,Berchem-Sainte-Agathe,2014,parlement-européen
VB,,167,Berchem-Sainte-Agathe,2014,parlement-européen
FDF,,666,Berchem-Sainte-Agathe,2014,parlement-européen
open vld,,908,Berchem-Sainte-Agathe,2014,parlement-européen
ECOLO,,1164,Berchem-Sainte-Agathe,2014,parlement-européen
PS,,2413,Berchem-Sainte-Agathe,2014,parlement-européen
SP.A,,223,Berchem-Sainte-Agathe,2014,parlement-européen
N-VA,,471,Berchem-Sainte-Agathe,2014,parlement-européen
CDH,,1132,Berchem-Sainte-Agathe,2014,parlement-européen
CD&V,,406,Berchem-Sainte-Agathe,2014,parlement-européen
Parti Populaire,,431,Berchem-Sainte-Agathe,2014,parlement-européen
PVDA+,,29,Berchem-Sainte-Agathe,2014,parlement-européen
PTB-GO!,,326,Berchem-Sainte-Agathe,2014,parlement-européen
Stand Up USE,,26,Berchem-Sainte-Agathe,2014,parlement-européen
MG,,9,Berchem-Sainte-Agathe,2014,parlement-européen
VEGA,,39,Berchem-Sainte-Agathe,2014,parlement-européen
LA DROITE,,92,Berchem-Sainte-Agathe,2014,parlement-européen
DEBOUT LES BELGES,,337,Berchem-Sainte-Agathe,2014,parlement-européen
GROEN,,1803,Beringen,2014,parlement-européen
VLAAMS BELANG,,2562,Beringen,2014,parlement-européen
open vld,,3451,Beringen,2014,parlement-européen
SP.A,,6223,Beringen,2014,parlement-européen
N-VA,,8278,Beringen,2014,parlement-européen
CD&V,,5986,Beringen,2014,parlement-européen
PVDA+,,501,Beringen,2014,parlement-européen
GROEN,,716,Berlaar,2014,parlement-européen
VLAAMS BELANG,,668,Berlaar,2014,parlement-européen
open vld,,1245,Berlaar,2014,parlement-européen
SP.A,,993,Berlaar,2014,parlement-européen
N-VA,,2310,Berlaar,2014,parlement-européen
CD&V,,1642,Berlaar,2014,parlement-européen
PVDA+,,182,Berlaar,2014,parlement-européen
GROEN,,594,Berlare,2014,parlement-européen
VLAAMS BELANG,,636,Berlare,2014,parlement-européen
open vld,,3203,Berlare,2014,parlement-européen
SP.A,,977,Berlare,2014,parlement-européen
N-VA,,2832,Berlare,2014,parlement-européen
CD&V,,1796,Berlare,2014,parlement-européen
PVDA+,,142,Berlare,2014,parlement-européen
MR,,445,Berloz,2014,parlement-européen
FDF,,42,Berloz,2014,parlement-européen
ECOLO,,214,Berloz,2014,parlement-européen
PS,,716,Berloz,2014,parlement-européen
CDH,,201,Berloz,2014,parlement-européen
Parti Populaire,,113,Berloz,2014,parlement-européen
PTB-GO!,,104,Berloz,2014,parlement-européen
Stand Up USE,,0,Berloz,2014,parlement-européen
MG,,1,Berloz,2014,parlement-européen
VEGA,,4,Berloz,2014,parlement-européen
LA DROITE,,32,Berloz,2014,parlement-européen
DEBOUT LES BELGES,,45,Berloz,2014,parlement-européen
MR,,1476,Bernissart,2014,parlement-européen
FDF,,134,Bernissart,2014,parlement-européen
ECOLO,,526,Bernissart,2014,parlement-européen
PS,,3160,Bernissart,2014,parlement-européen
CDH,,417,Bernissart,2014,parlement-européen
Parti Populaire,,349,Bernissart,2014,parlement-européen
PTB-GO!,,306,Bernissart,2014,parlement-européen
Stand Up USE,,11,Bernissart,2014,parlement-européen
MG,,14,Bernissart,2014,parlement-européen
VEGA,,28,Bernissart,2014,parlement-européen
LA DROITE,,162,Bernissart,2014,parlement-européen
DEBOUT LES BELGES,,255,Bernissart,2014,parlement-européen
GROEN,,816,Bertem,2014,parlement-européen
VLAAMS BELANG,,272,Bertem,2014,parlement-européen
open vld,,1736,Bertem,2014,parlement-européen
SP.A,,648,Bertem,2014,parlement-européen
N-VA,,1417,Bertem,2014,parlement-européen
CD&V,,1384,Bertem,2014,parlement-européen
PVDA+,,76,Bertem,2014,parlement-européen
MR,,689,Bertogne,2014,parlement-européen
FDF,,29,Bertogne,2014,parlement-européen
ECOLO,,158,Bertogne,2014,parlement-européen
PS,,228,Bertogne,2014,parlement-européen
